1.333333333,0.024015945,0.028134623
1.5,0.020734389,0.027757455
1.666666667,0.025601367,0.028777627
1.833333333,0.045867948,0.062595753
2,0.093573688,0.118734667
2.166666667,0.178563779,0.209167728
2.333333333,0.306059513,0.356173362
2.5,0.475701875,0.566228481
2.666666667,0.685073306,0.836088446
2.833333333,0.929300426,1.156823368
3,1.205356798,1.522315754
3.166666667,1.509919825,1.927119651
3.333333333,1.837976174,2.364560595
3.5,2.187206812,2.831815028
3.666666667,2.553210239,3.322732926
3.833333333,2.934285915,3.835195517
